index,userId,genre,avg
274,14,Fantasy,2.75
275,14,Adventure,3.125
276,14,Mystery,0.0
277,14,Crime,0.0
278,14,(no genres listed),0.0
279,14,Film-Noir,0.0
280,15,Documentary,3.134831460674157
281,15,Horror,2.3684210526315788
282,15,Musical,2.303030303030303
283,15,Animation,2.3223684210526314
284,15,Thriller,2.6095041322314048
285,15,Romance,2.60580204778157
286,15,IMAX,2.3313953488372094
287,15,Sci-Fi,2.513011152416357
288,15,Action,2.4788583509513744
289,15,Comedy,2.5409309791332264
290,15,Children,2.107594936708861
291,15,Western,2.6
292,15,Drama,2.718831168831169
293,15,War,2.625
294,15,Fantasy,2.1538461538461537
295,15,Adventure,2.4669811320754715
296,15,Mystery,2.7045454545454546
297,15,Crime,2.74061433447099
298,15,(no genres listed),0.0
299,15,Film-Noir,3.25
300,16,Documentary,0.0
301,16,Horror,0.0
302,16,Musical,0.0
303,16,Animation,0.0
304,16,Thriller,4.0
305,16,Romance,4.208333333333333
306,16,IMAX,0.0
307,16,Sci-Fi,4.2
308,16,Action,3.75
309,16,Comedy,4.136363636363637
310,16,Children,0.0
311,16,Western,4.0
312,16,Drama,4.142857142857143
313,16,War,4.0
314,16,Fantasy,3.0
315,16,Adventure,3.75
316,16,Mystery,4.5
317,16,Crime,4.0
318,16,(no genres listed),0.0
319,16,Film-Noir,0.0
320,17,Documentary,4.0
321,17,Horror,3.650943396226415
322,17,Musical,3.7
323,17,Animation,2.7
324,17,Thriller,3.7848837209302326
325,17,Romance,3.745614035087719
326,17,IMAX,2.0
327,17,Sci-Fi,3.6232876712328768
328,17,Action,3.2565789473684212
329,17,Comedy,3.2466666666666666
330,17,Children,2.3
331,17,Western,3.875
332,17,Drama,4.023076923076923
333,17,War,3.75
334,17,Fantasy,3.9130434782608696
335,17,Adventure,3.261904761904762
336,17,Mystery,4.206896551724138
337,17,Crime,3.837962962962963
338,17,(no genres listed),0.0
339,17,Film-Noir,4.5
340,18,Documentary,0.0
341,18,Horror,3.0
342,18,Musical,0.0
343,18,Animation,0.0
344,18,Thriller,3.260869565217391
345,18,Romance,3.3076923076923075
346,18,IMAX,0.0
347,18,Sci-Fi,3.125
348,18,Action,3.3125
349,18,Comedy,3.066666666666667
350,18,Children,0.0
351,18,Western,0.0
352,18,Drama,3.347826086956522
353,18,War,0.0
354,18,Fantasy,3.5
355,18,Adventure,3.3
356,18,Mystery,4.0
357,18,Crime,3.125
358,18,(no genres listed),0.0
359,18,Film-Noir,0.0
360,19,Documentary,4.0
361,19,Horror,3.4
362,19,Musical,3.6363636363636362
363,19,Animation,3.8823529411764706
364,19,Thriller,3.393162393162393
365,19,Romance,3.4130434782608696
366,19,IMAX,3.6666666666666665
367,19,Sci-Fi,3.3773584905660377
368,19,Action,3.292929292929293
369,19,Comedy,3.442622950819672
370,19,Children,3.923076923076923
371,19,Western,3.25
372,19,Drama,3.61244019138756
373,19,War,4.0
374,19,Fantasy,3.6666666666666665
375,19,Adventure,3.4714285714285715
376,19,Mystery,3.5641025641025643
377,19,Crime,3.6142857142857143
378,19,(no genres listed),0.0
379,19,Film-Noir,4.333333333333333
380,20,Documentary,0.0
381,20,Horror,2.0
382,20,Musical,3.7
383,20,Animation,4.153846153846154
384,20,Thriller,2.9
385,20,Romance,3.761904761904762
386,20,IMAX,3.625
387,20,Sci-Fi,3.0714285714285716
388,20,Action,3.3125
389,20,Comedy,3.5
390,20,Children,3.6
391,20,Western,2.5
392,20,Drama,3.119565217391304
393,20,War,3.1363636363636362
394,20,Fantasy,3.05
395,20,Adventure,3.5625
396,20,Mystery,3.25
397,20,Crime,2.5454545454545454
398,20,(no genres listed),0.0
399,20,Film-Noir,0.0
400,21,Documentary,0.0
401,21,Horror,3.2
402,21,Musical,3.2222222222222223
403,21,Animation,3.125
404,21,Thriller,3.289473684210526
405,21,Romance,3.6538461538461537
406,21,IMAX,3.0
407,21,Sci-Fi,3.3421052631578947
408,21,Action,3.36
409,21,Comedy,3.522727272727273
410,21,Children,3.3529411764705883
411,21,Western,3.5714285714285716
412,21,Drama,3.765625
413,21,War,4.0
414,21,Fantasy,3.3157894736842106
415,21,Adventure,3.4468085106382977
416,21,Mystery,3.4545454545454546
417,21,Crime,3.5
418,21,(no genres listed),0.0
419,21,Film-Noir,3.5
420,22,Documentary,0.0
421,22,Horror,3.557142857142857
422,22,Musical,3.0555555555555554
423,22,Animation,3.3666666666666667
424,22,Thriller,3.4939759036144578
425,22,Romance,3.391304347826087
426,22,IMAX,3.25
427,22,Sci-Fi,3.3955223880597014
428,22,Action,3.3798076923076925
429,22,Comedy,3.0
430,22,Children,2.85
431,22,Western,3.0
432,22,Drama,3.043859649122807
433,22,War,3.3
434,22,Fantasy,3.608108108108108
435,22,Adventure,3.4411764705882355
436,22,Mystery,3.742424242424242
437,22,Crime,3.3488372093023258
438,22,(no genres listed),0.0
439,22,Film-Noir,4.5
440,23,Documentary,3.7777777777777777
441,23,Horror,3.414285714285714
442,23,Musical,3.347826086956522
443,23,Animation,3.611111111111111
444,23,Thriller,3.577639751552795
445,23,Romance,3.592814371257485
446,23,IMAX,3.3333333333333335
447,23,Sci-Fi,3.5
448,23,Action,3.3555555555555556
449,23,Comedy,3.581218274111675
450,23,Children,3.6458333333333335
451,23,Western,3.6
452,23,Drama,3.7130434782608694
453,23,War,3.4916666666666667
454,23,Fantasy,3.3981481481481484
455,23,Adventure,3.504385964912281
456,23,Mystery,3.77027027027027
457,23,Crime,3.746212121212121
458,23,(no genres listed),0.0
459,23,Film-Noir,4.025
460,24,Documentary,0.0
461,24,Horror,3.0
462,24,Musical,3.0
463,24,Animation,3.0
464,24,Thriller,3.8333333333333335
465,24,Romance,3.75
466,24,IMAX,3.0
467,24,Sci-Fi,3.3333333333333335
468,24,Action,3.6363636363636362
469,24,Comedy,3.8
470,24,Children,3.0
471,24,Western,4.0
472,24,Drama,3.7777777777777777
473,24,War,4.0
474,24,Fantasy,0.0
475,24,Adventure,3.4
476,24,Mystery,4.0
477,24,Crime,3.857142857142857
478,24,(no genres listed),0.0
479,24,Film-Noir,0.0
480,25,Documentary,0.0
481,25,Horror,2.0
482,25,Musical,5.0
483,25,Animation,3.0
484,25,Thriller,3.1818181818181817
485,25,Romance,3.0
486,25,IMAX,0.0
487,25,Sci-Fi,3.1666666666666665
488,25,Action,3.0
489,25,Comedy,2.9166666666666665
490,25,Children,5.0
491,25,Western,0.0
492,25,Drama,3.2
493,25,War,0.0
494,25,Fantasy,2.75
495,25,Adventure,3.1666666666666665
496,25,Mystery,2.5
497,25,Crime,3.1666666666666665
498,25,(no genres listed),0.0
499,25,Film-Noir,0.0
500,26,Documentary,3.5
501,26,Horror,3.1666666666666665
502,26,Musical,0.0
503,26,Animation,3.3666666666666667
504,26,Thriller,3.716417910447761
505,26,Romance,3.1470588235294117
506,26,IMAX,4.0
507,26,Sci-Fi,3.2222222222222223
508,26,Action,3.458904109589041
509,26,Comedy,3.360655737704918
510,26,Children,4.090909090909091
511,26,Western,3.75
512,26,Drama,3.575
513,26,War,3.7222222222222223
514,26,Fantasy,3.2142857142857144
515,26,Adventure,3.1704545454545454
516,26,Mystery,3.977272727272727
517,26,Crime,3.589041095890411
518,26,(no genres listed),0.0
519,26,Film-Noir,4.0
520,27,Documentary,0.0
521,27,Horror,3.3333333333333335
522,27,Musical,0.0
523,27,Animation,0.0
524,27,Thriller,3.6
525,27,Romance,3.8
526,27,IMAX,0.0
527,27,Sci-Fi,4.0
528,27,Action,4.0
529,27,Comedy,3.2
530,27,Children,0.0
531,27,Western,0.0
532,27,Drama,3.875
533,27,War,5.0
534,27,Fantasy,0.0
535,27,Adventure,4.0
536,27,Mystery,4.333333333333333
537,27,Crime,3.857142857142857
538,27,(no genres listed),0.0
539,27,Film-Noir,0.0
540,28,Documentary,0.0
541,28,Horror,5.0
542,28,Musical,5.0
543,28,Animation,0.0
544,28,Thriller,4.384615384615385
545,28,Romance,4.222222222222222
546,28,IMAX,0.0
547,28,Sci-Fi,3.6
548,28,Action,3.3333333333333335
549,28,Comedy,4.466666666666667
550,28,Children,2.0
551,28,Western,0.0
552,28,Drama,4.28125
553,28,War,4.571428571428571
554,28,Fantasy,3.0
555,28,Adventure,3.375
556,28,Mystery,4.285714285714286
557,28,Crime,4.777777777777778
558,28,(no genres listed),0.0
559,28,Film-Noir,4.666666666666667
560,29,Documentary,0.0
561,29,Horror,3.2142857142857144
562,29,Musical,0.0
563,29,Animation,0.0
564,29,Thriller,2.8333333333333335
565,29,Romance,0.875
566,29,IMAX,3.625
567,29,Sci-Fi,3.0
568,29,Action,3.5
569,29,Comedy,2.6
570,29,Children,1.5
571,29,Western,0.0
572,29,Drama,2.8333333333333335
573,29,War,4.5
574,29,Fantasy,1.75
575,29,Adventure,1.5
576,29,Mystery,2.5
577,29,Crime,5.0
578,29,(no genres listed),0.0
579,29,Film-Noir,0.0
580,30,Documentary,3.375
581,30,Horror,3.3728813559322033
582,30,Musical,3.7804878048780486
583,30,Animation,3.9523809523809526
584,30,Thriller,3.792727272727273
585,30,Romance,3.8763440860215055
586,30,IMAX,4.333333333333333
587,30,Sci-Fi,3.3375
588,30,Action,3.6121212121212123
589,30,Comedy,3.6033519553072626
590,30,Children,3.5294117647058822
591,30,Western,3.8958333333333335
592,30,Drama,3.956637168141593
593,30,War,4.023809523809524
594,30,Fantasy,3.457627118644068
595,30,Adventure,3.6153846153846154
596,30,Mystery,3.8777777777777778
597,30,Crime,3.9972375690607733
598,30,(no genres listed),0.0
599,30,Film-Noir,4.545454545454546
600,31,Documentary,4.0
601,31,Horror,0.0
602,31,Musical,3.75
603,31,Animation,4.0
604,31,Thriller,4.3
605,31,Romance,4.0
606,31,IMAX,4.25
607,31,Sci-Fi,4.363636363636363
608,31,Action,4.380952380952381
609,31,Comedy,3.9782608695652173
610,31,Children,4.0
611,31,Western,4.0
612,31,Drama,4.205882352941177
613,31,War,4.3
614,31,Fantasy,4.208333333333333
615,31,Adventure,4.214285714285714
616,31,Mystery,4.2
617,31,Crime,4.342105263157895
618,31,(no genres listed),0.0
619,31,Film-Noir,0.0
620,32,Documentary,0.0
621,32,Horror,0.0
622,32,Musical,2.6666666666666665
623,32,Animation,2.6666666666666665
624,32,Thriller,3.6153846153846154
625,32,Romance,3.375
626,32,IMAX,3.3333333333333335
627,32,Sci-Fi,4.142857142857143
628,32,Action,3.9047619047619047
629,32,Comedy,3.375
630,32,Children,3.0
631,32,Western,4.0
632,32,Drama,3.789473684210526
633,32,War,4.333333333333333
634,32,Fantasy,3.1666666666666665
635,32,Adventure,3.75
636,32,Mystery,3.0
637,32,Crime,3.5
638,32,(no genres listed),0.0
639,32,Film-Noir,0.0
640,33,Documentary,3.5
641,33,Horror,3.176470588235294
642,33,Musical,2.0
643,33,Animation,4.0
644,33,Thriller,3.3333333333333335
645,33,Romance,3.3043478260869565
646,33,IMAX,0.0
647,33,Sci-Fi,2.8333333333333335
648,33,Action,3.0625
649,33,Comedy,3.230769230769231
650,33,Children,3.0
651,33,Western,0.0
652,33,Drama,3.3947368421052633
653,33,War,1.0
654,33,Fantasy,3.111111111111111
655,33,Adventure,3.0476190476190474
656,33,Mystery,3.5
657,33,Crime,3.6666666666666665
658,33,(no genres listed),0.0
659,33,Film-Noir,0.0
660,34,Documentary,4.25
661,34,Horror,3.787878787878788
662,34,Musical,3.5714285714285716
663,34,Animation,4.0
664,34,Thriller,3.9672131147540983
665,34,Romance,3.764705882352941
666,34,IMAX,4.0
667,34,Sci-Fi,3.82
668,34,Action,3.783333333333333
669,34,Comedy,3.638888888888889
670,34,Children,3.5
671,34,Western,4.0
672,34,Drama,4.043478260869565
673,34,War,4.217391304347826
674,34,Fantasy,3.3636363636363638
675,34,Adventure,3.926829268292683
676,34,Mystery,3.9130434782608696
677,34,Crime,3.8823529411764706
678,34,(no genres listed),0.0
679,34,Film-Noir,3.1666666666666665
680,35,Documentary,0.0
681,35,Horror,2.0
682,35,Musical,1.5
683,35,Animation,1.5
684,35,Thriller,2.142857142857143
685,35,Romance,2.9166666666666665
686,35,IMAX,0.0
687,35,Sci-Fi,2.1666666666666665
688,35,Action,2.875
689,35,Comedy,2.7142857142857144
690,35,Children,1.5
691,35,Western,0.0
692,35,Drama,2.25
693,35,War,1.0
694,35,Fantasy,1.25
695,35,Adventure,2.0
696,35,Mystery,0.0
697,35,Crime,2.8
698,35,(no genres listed),0.0
699,35,Film-Noir,0.0
700,36,Documentary,4.0
701,36,Horror,3.4
702,36,Musical,3.3333333333333335
703,36,Animation,3.3333333333333335
704,36,Thriller,3.5172413793103448
705,36,Romance,3.5185185185185186
706,36,IMAX,0.0
707,36,Sci-Fi,3.5714285714285716
708,36,Action,3.533333333333333
709,36,Comedy,3.425
710,36,Children,3.1666666666666665
711,36,Western,3.0
712,36,Drama,3.80327868852459
713,36,War,3.5
714,36,Fantasy,3.25
715,36,Adventure,3.4545454545454546
716,36,Mystery,4.0
717,36,Crime,3.65
718,36,(no genres listed),0.0
719,36,Film-Noir,0.0
720,37,Documentary,0.0
721,37,Horror,0.0
722,37,Musical,5.0
723,37,Animation,4.428571428571429
724,37,Thriller,3.6666666666666665
725,37,Romance,4.25
726,37,IMAX,5.0
727,37,Sci-Fi,3.0
728,37,Action,3.5
729,37,Comedy,3.933333333333333
730,37,Children,4.375
731,37,Western,0.0
732,37,Drama,4.333333333333333
733,37,War,4.5
734,37,Fantasy,4.5
735,37,Adventure,4.0
736,37,Mystery,0.0
737,37,Crime,3.6666666666666665
738,37,(no genres listed),0.0
739,37,Film-Noir,0.0
740,38,Documentary,4.75
741,38,Horror,4.5
742,38,Musical,3.75
743,38,Animation,4.0
744,38,Thriller,4.176470588235294
745,38,Romance,4.2894736842105265
746,38,IMAX,4.0
747,38,Sci-Fi,4.045454545454546
748,38,Action,3.9130434782608696
749,38,Comedy,4.229166666666667
750,38,Children,3.875
751,38,Western,3.5
752,38,Drama,4.345238095238095
753,38,War,4.5
754,38,Fantasy,4.0625
755,38,Adventure,4.05
756,38,Mystery,4.541666666666667
757,38,Crime,4.222222222222222
758,38,(no genres listed),0.0
759,38,Film-Noir,0.0
760,39,Documentary,5.0
761,39,Horror,3.625
762,39,Musical,3.0
763,39,Animation,3.0
764,39,Thriller,3.9655172413793105
765,39,Romance,4.0
766,39,IMAX,3.5
767,39,Sci-Fi,3.5555555555555554
768,39,Action,3.92
769,39,Comedy,3.8666666666666667
770,39,Children,3.0
771,39,Western,3.5
772,39,Drama,3.789473684210526
773,39,War,4.0
774,39,Fantasy,3.5
775,39,Adventure,3.75
776,39,Mystery,3.5
777,39,Crime,3.7777777777777777
778,39,(no genres listed),0.0
779,39,Film-Noir,0.0
780,40,Documentary,0.0
781,40,Horror,4.5
782,40,Musical,4.5
783,40,Animation,4.333333333333333
784,40,Thriller,4.527777777777778
785,40,Romance,4.75
786,40,IMAX,4.416666666666667
787,40,Sci-Fi,4.566666666666666
788,40,Action,4.4523809523809526
789,40,Comedy,4.666666666666667
790,40,Children,4.333333333333333
791,40,Western,4.0
792,40,Drama,4.425
793,40,War,4.0
794,40,Fantasy,4.666666666666667
795,40,Adventure,4.53125
796,40,Mystery,4.611111111111111
797,40,Crime,4.55
798,40,(no genres listed),0.0
799,40,Film-Noir,0.0
800,41,Documentary,0.0
801,41,Horror,3.6481481481481484
802,41,Musical,4.2368421052631575
803,41,Animation,3.7
804,41,Thriller,3.8833333333333333
805,41,Romance,3.96875
806,41,IMAX,4.0
807,41,Sci-Fi,3.8225806451612905
808,41,Action,3.875
809,41,Comedy,3.8513513513513513
810,41,Children,3.933333333333333
811,41,Western,3.5
812,41,Drama,3.918181818181818
813,41,War,3.75
814,41,Fantasy,3.925
815,41,Adventure,3.9565217391304346
816,41,Mystery,3.8636363636363638
817,41,Crime,3.8125
818,41,(no genres listed),0.0
819,41,Film-Noir,4.0
820,42,Documentary,0.0
821,42,Horror,3.25
822,42,Musical,4.0
823,42,Animation,3.7
824,42,Thriller,3.9615384615384617
825,42,Romance,3.7857142857142856
826,42,IMAX,3.78125
827,42,Sci-Fi,4.074074074074074
828,42,Action,3.977272727272727
829,42,Comedy,3.9444444444444446
830,42,Children,3.9166666666666665
831,42,Western,0.0
832,42,Drama,4.041666666666667
833,42,War,4.333333333333333
834,42,Fantasy,3.7916666666666665
835,42,Adventure,3.986111111111111
836,42,Mystery,4.166666666666667
837,42,Crime,4.1
838,42,(no genres listed),0.0
839,42,Film-Noir,0.0
840,43,Documentary,0.0
841,43,Horror,2.2222222222222223
842,43,Musical,3.1666666666666665
843,43,Animation,3.4285714285714284
844,43,Thriller,2.75
845,43,Romance,3.3333333333333335
846,43,IMAX,0.0
847,43,Sci-Fi,2.7
848,43,Action,2.7058823529411766
849,43,Comedy,2.911392405063291
850,43,Children,3.357142857142857
851,43,Western,3.0
852,43,Drama,3.41025641025641
853,43,War,4.2
854,43,Fantasy,3.3
855,43,Adventure,2.8421052631578947
856,43,Mystery,3.0
857,43,Crime,2.4285714285714284
858,43,(no genres listed),0.0
859,43,Film-Noir,0.0
860,44,Documentary,0.0
861,44,Horror,0.0
862,44,Musical,0.0
863,44,Animation,4.0
864,44,Thriller,3.4166666666666665
865,44,Romance,3.3333333333333335
866,44,IMAX,0.0
867,44,Sci-Fi,3.5
868,44,Action,3.4
869,44,Comedy,3.375
870,44,Children,4.0
871,44,Western,0.0
872,44,Drama,3.25
873,44,War,0.0
874,44,Fantasy,3.5
875,44,Adventure,3.625
876,44,Mystery,3.0
877,44,Crime,3.0
878,44,(no genres listed),0.0
879,44,Film-Noir,0.0
880,45,Documentary,0.0
881,45,Horror,3.5
882,45,Musical,4.0
883,45,Animation,0.0
884,45,Thriller,4.5
885,45,Romance,3.3125
886,45,IMAX,0.0
887,45,Sci-Fi,4.25
888,45,Action,2.5
889,45,Comedy,2.9375
890,45,Children,0.0
891,45,Western,0.0
892,45,Drama,3.625
893,45,War,0.5
894,45,Fantasy,3.8333333333333335
895,45,Adventure,3.5
896,45,Mystery,5.0
897,45,Crime,4.75
898,45,(no genres listed),0.0
899,45,Film-Noir,4.5
900,46,Documentary,0.0
901,46,Horror,5.0
902,46,Musical,0.0
903,46,Animation,5.0
904,46,Thriller,5.0
905,46,Romance,5.0
906,46,IMAX,5.0
907,46,Sci-Fi,5.0
908,46,Action,5.0
909,46,Comedy,4.882352941176471
910,46,Children,4.857142857142857
911,46,Western,0.0
912,46,Drama,5.0
913,46,War,5.0
914,46,Fantasy,4.9375
915,46,Adventure,5.0
916,46,Mystery,5.0
917,46,Crime,4.923076923076923
918,46,(no genres listed),0.0
919,46,Film-Noir,0.0
920,47,Documentary,0.0
921,47,Horror,4.0
922,47,Musical,3.5
923,47,Animation,4.0
924,47,Thriller,4.0588235294117645
925,47,Romance,3.4
926,47,IMAX,3.5
927,47,Sci-Fi,4.0
928,47,Action,3.8947368421052633
929,47,Comedy,3.6363636363636362
930,47,Children,4.0
931,47,Western,3.0
932,47,Drama,4.0
933,47,War,4.333333333333333
934,47,Fantasy,4.0
935,47,Adventure,3.8666666666666667
936,47,Mystery,3.6666666666666665
937,47,Crime,4.0
938,47,(no genres listed),0.0
939,47,Film-Noir,0.0
940,48,Documentary,3.9444444444444446
941,48,Horror,3.1805555555555554
942,48,Musical,3.4166666666666665
943,48,Animation,3.5330578512396693
944,48,Thriller,3.384892086330935
945,48,Romance,3.7421875
946,48,IMAX,3.2430555555555554
947,48,Sci-Fi,3.397810218978102
948,48,Action,3.411042944785276
949,48,Comedy,3.5098039215686274
950,48,Children,3.486842105263158
951,48,Western,3.75
952,48,Drama,3.68407960199005
953,48,War,3.825
954,48,Fantasy,3.5549450549450547
955,48,Adventure,3.5
956,48,Mystery,3.509259259259259
957,48,Crime,3.6206896551724137
958,48,(no genres listed),0.0
959,48,Film-Noir,4.5
960,49,Documentary,0.0
961,49,Horror,4.0
962,49,Musical,3.75
963,49,Animation,5.0
964,49,Thriller,3.1875
965,49,Romance,3.6923076923076925
966,49,IMAX,0.0
967,49,Sci-Fi,3.217391304347826
